Date,PNL,STD_A,STD_B,STD_C,STD_D,STD_E,STD_F,STD_G,STD_Sum,STD_Total,STD_Diff,Open_Vol,Perc_Change_Vol,Perc_Change_Price,Volume,Open_Int,Range,High_Diff,High_Vol,High_PC_Price,High_PC_Vol
2023-04-17,-73973.0,85403.39956502589,10384.243467685412,11603.271925415536,538.1553562836756,29909.675795963,1841.2481008403608,129774.18556341052,269454.1797746244,200364.2023155969,69089.97745902752,34.85,1.29,1.94,722653.0,1919527.0,2.160000000000011,0,0,1,0
2023-04-14,-75260.0,95121.51968879729,22058.221990316197,31179.100086398103,6381.216677043637,33076.153630190915,26241.31244392376,136150.87682783304,350208.4013445029,217256.46736467857,132951.93397982436,34.07,0.82,0.48,825777.0,1896776.0,1.3499999999999943,1,0,0,0
2023-04-13,4030.0,94624.0940008598,19265.454176737967,21831.119125230496,6667.415855209424,27134.32364164212,4306.771827706635,153733.08273032765,327562.2613577141,223114.0280248861,104448.23333282798,34.65,2.85,1.26,683300.0,1883200.0,1.269999999999996,1,0,0,1
2023-04-12,-89611.0,84686.2306058832,21741.191861704225,24703.586558053383,951.5120393471772,27075.381046975686,16318.09486664089,153239.80497819296,328715.8019567975,192756.9677993661,135958.83415743138,34.13,1.43,1.96,977549.0,1896968.0,2.1700000000000017,1,0,1,0
2023-04-11,174751.0,76799.3454599541,20795.176784360883,7778.327090507973,2565.732192059245,25477.79531330857,10300.547549588691,155622.84421353828,299339.7686033178,223748.33580787867,75591.43279543912,38.43,0.23,2.16,791566.0,1875140.0,2.1499999999999915,0,0,1,0
2023-04-10,-350992.0,82815.57275711055,16612.177641281596,8974.926543918476,5389.450979201224,27054.40322493056,14711.84680421004,155012.472937054,310570.85088770645,232028.98518018052,78541.86570752593,37.59,1.29,1.13,607175.0,1875858.0,1.539999999999992,0,0,0,0
2023-04-06,36240.0,83882.78885844881,19374.92995149972,12768.412840964096,389.2851368936952,27320.454811445896,2571.3774609550383,148532.62346986882,294839.87253007607,232383.77525594685,62456.09727412922,38.72,11.19,0.06,674816.0,1889117.0,1.2800000000000011,0,0,0,1
2023-04-05,101906.0,93947.3640638626,18541.76625525941,24825.955745809588,921.860714878306,33377.123967085376,875.5400995888876,152023.06311525643,324512.67396174057,233507.1122269681,91005.56173477246,39.35,0.71,0.11,674772.0,1880340.0,1.5,0,0,0,0
2023-04-04,74801.0,91094.76750839494,11945.604210633794,8680.927659651266,6018.109249875605,26297.253342940232,13920.272753852534,154622.1560767764,312579.0908021248,213115.3197675559,99463.77103456893,38.26,0.18,0.35,897753.0,1858446.0,2.1700000000000017,0,0,0,0
2023-04-03,273065.0,73522.72614383338,22866.26892062745,13922.115719158748,1585.7345858056665,25750.182732483096,2104.2068762596487,186834.40869823773,326585.6436764057,216438.72596643883,110146.91770996689,43.16,2.11,6.12,1567311.0,1841698.0,2.7299999999999898,1,0,1,0
2023-03-31,82352.0,71947.25860453113,17539.596234940815,7426.413691128196,6115.5882297145645,23672.233413020476,16141.52255826828,202867.40832112936,345710.02105273283,260704.4515612838,85005.56949144905,43.33,4.0,1.76,755277.0,1838157.0,1.9399999999999977,0,0,1,1
2023-03-30,-334095.0,73052.90697540602,17333.799154906945,8446.790641297608,951.2636647560918,22986.940606080672,6707.727663035312,234313.0108679143,363792.4395733969,283235.29582677747,80557.14374661946,45.78,3.02,1.87,603589.0,1818389.0,1.9599999999999937,0,0,1,1
2023-03-29,116256.0,71321.17856322788,16284.788160616448,8427.560824965783,10156.024282748756,34998.02227953618,6030.780839853413,237532.01573887136,384750.3706898199,284976.5055632286,99773.86512659129,50.1,2.21,0.3,727604.0,1805944.0,1.5600000000000023,0,1,0,0
2023-03-28,245922.0,88961.76748678008,15491.493234500313,6154.654153760833,47690.1234229941,33101.58933239816,43235.44303765756,246971.58223547455,481606.6529035656,313913.3119396368,167693.3409639288,47.06,2.42,0.56,735489.0,1785807.0,1.710000000000008,1,0,0,0
2023-03-27,-148851.0,78536.62665155981,18206.78351635999,11941.448370020353,11675.999864690704,29345.999463792166,3017.859540807766,231486.3585301984,384211.0759374292,259786.4493434759,124424.62659395332,48.61,6.1,5.07,804458.0,1798836.0,3.930000000000007,1,0,1,1
2023-03-24,57661.0,76117.02066745097,14438.08815588355,9492.119199769124,450.8043824031676,30151.316505828006,2756.022015153754,225696.56685414576,359101.9377806343,259177.80232856085,99924.13545207347,53.47,3.11,1.01,818044.0,1823159.0,3.510000000000005,0,1,0,1
2023-03-23,183103.0,81446.16775466372,22767.347224925736,6241.406843802496,4764.034284047178,26200.49654776788,5035.818515927366,223435.98213079496,369891.2533019293,250160.3038171637,119730.94948476559,48.2,0.15,1.27,777064.0,1820292.0,2.490000000000009,1,0,0,0
2023-03-22,480804.0,92519.71794651003,15967.891601626005,6761.208998382991,532.5574583946594,26335.984589132117,2138.8578813196923,219382.91329283468,363639.1317682002,271158.5114075343,92480.6203606659,47.59,2.39,1.79,779335.0,1813692.0,2.4000000000000057,0,0,1,0
2023-03-21,-336942.0,67560.15866284337,107641.08633198624,7227.761544476385,5842.814002611024,29725.09681489505,1901.8135808781744,199688.65797446272,419587.38891215296,266074.89846025134,153512.49045190163,51.17,5.91,2.62,882211.0,1790595.0,2.75,1,1,1,1
2023-03-20,376033.0,74802.91359531455,18365.111637322814,6444.599348777838,1051.5008480366469,33450.689461524846,10503.398400148668,198035.0936714357,342653.30696256104,242118.8293145876,100534.47764797343,51.82,0.66,1.3,972108.0,1788446.0,3.480000000000004,0,1,0,0
2023-03-17,407644.0,71840.02950359283,24146.30933627667,6969.348345454042,5310.386522075747,34369.15221948141,21603.334691690256,193429.40350616165,357667.9641247326,232766.627000134,124901.33712459859,47.97,5.82,2.2,1337361.0,1795230.0,4.349999999999994,1,0,1,1
2023-03-16,598025.0,68964.2769332716,15180.471454992154,7519.457346120459,2403.067588307029,34996.59888402195,5852.004929389165,187708.62022736517,322624.49736346747,227579.20000344192,95045.29736002555,49.02,2.27,1.19,1027920.0,1790657.0,3.6200000000000045,0,1,0,0
2023-03-15,789447.0,78742.75394123816,22246.615509398354,4525.126598705139,19523.982894300672,30965.83065897227,22953.40624078856,172675.47335640687,351633.18919981003,222324.05128432685,129309.13791548318,54.15,5.0,5.24,1752725.0,1782299.0,6.8799999999999955,1,1,1,1
2023-03-14,-102582.0,93766.54674273275,22233.142682243622,8639.24461648202,1204.4637809400515,25736.908459781,1989.015649670006,180937.54461472903,334506.8665465785,247654.0493569741,86852.81718960436,42.03,24.34,4.51,1066434.0,1767660.0,4.019999999999996,0,0,1,1
2023-03-13,53328.0,75519.86601725362,12016.099599862457,5935.584022295866,911.167065605023,21598.241036878288,3117.6960368951068,180980.42429610307,300079.07807489345,212894.7969216606,87184.28115323285,39.29,3.73,2.41,993307.0,1772536.0,5.049999999999997,0,0,1,1
2023-03-10,112102.0,77842.1743099515,23903.461643379156,7215.500316129363,9491.594337368157,34994.59064590994,39641.6232781562,169809.3711679037,362898.315698798,227839.5329785425,135058.7827202555,36.14,5.45,1.21,767364.0,1769780.0,2.25,1,0,0,1
2023-03-09,212039.0,77993.9432194245,24622.833688590224,5748.146706878343,372.1612044079639,34148.36421073164,38732.253882446304,174858.81693311335,356476.5198455923,207636.62768651271,148839.8921590796,32.81,4.4,1.26,786358.0,1769150.0,2.5900000000000034,1,0,0,1
2023-03-08,130570.0,78038.46480284834,20890.40897132981,7924.45231702772,333.1978336910174,23258.729722704284,25208.77957594404,170305.68417966008,325959.7174032053,210029.7064822942,115930.0109209111,33.82,1.1,1.11,709773.0,1759977.0,1.5899999999999892,1,0,0,0
2023-03-07,-59199.0,83952.24465856634,15454.519769998227,5899.070303629671,3558.851696908955,35046.78260795171,31956.97081909308,173227.6710723745,349096.11092852254,240693.82905453508,108402.28187398746,32.83,2.21,3.48,853837.0,1755027.0,3.760000000000005,1,0,1,0
2023-03-06,4977.0,73533.74697813159,15314.25528748104,4205.318219350284,1120.7040937729962,33076.63581247177,23122.59754547451,169656.5706817647,320029.82861844683,211069.15217808908,108960.67644035775,35.92,6.16,0.93,594327.0,1754733.0,2.25,1,0,0,1
2023-03-03,241156.0,67733.43700184209,17767.91931644284,17396.723798178617,2701.2527307498844,34477.63337812324,6189.508695835211,161620.26468188575,307886.7396030576,188232.17266413508,119654.56693892254,37.21,1.15,1.89,762602.0,1757818.0,3.9299999999999926,1,0,1,0
